id,vista, modulo, view_date, usuario
30420,Consulta ventana,LOGISTICA,2024-02-21 15:38:28,VENTANA4
30419,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:38:21,VENTANA4
30418,Consulta ventana,LOGISTICA,2024-02-21 15:37:52,VENTANA12
30417,Hoja de paqueteo,REPORTES,2024-02-21 15:37:51,LKANBAN
30416,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:37:50,VENTANA6
30415,Secuencia SDP,LOGISTICA SDP,2024-02-21 15:37:50,YMAVARGAS
30414,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:37:39,VENTANA12
30413,Imprimir sticker,COMA,2024-02-21 15:37:35,DSEGOVIA
30412,Consulta ventana,LOGISTICA,2024-02-21 15:37:34,VENTANA21
30411,Consulta ventana,LOGISTICA,2024-02-21 15:37:34,VENTANA11
30410,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:37:26,VENTANA11
30409,Secuencia SDP,LOGISTICA SDP,2024-02-21 15:37:25,YMAVARGAS
30408,Consulta ventana,LOGISTICA,2024-02-21 15:37:12,VENTANA12
30407,Consulta ventana,LOGISTICA,2024-02-21 15:37:08,VENTANA11
30406,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:37:01,VENTANA11
30405,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:36:28,VENTANA9
30404,Consulta ventana,LOGISTICA,2024-02-21 15:36:23,VENTANA6
30403,Rollos en Bodega,Rollos Tela,2024-02-21 15:36:20,MARLOPEZM
30402,Consulta ventana,LOGISTICA,2024-02-21 15:36:04,VENTANA21
30401,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:36:02,VENTANA6
30400,Consulta ventana,LOGISTICA,2024-02-21 15:35:45,CVENTANA18
30399,Registro Auditoria BPT,LOGISTICA,2024-02-21 15:35:43,FMELENDEZ
30398,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:35:40,VENTANA21
30397,OP - Calidad,LOGISTICA,2024-02-21 15:35:30,FMELENDEZ
30396,Paqueteo,COMA,2024-02-21 15:35:07,DSEGOVIA
30395,Enviar - Auditoria BPT,LOGISTICA,2024-02-21 15:34:45,CVENTANA18
30394,Consulta ventana,LOGISTICA,2024-02-21 15:34:43,VENTANA2
30393,Consulta ventana,LOGISTICA,2024-02-21 15:34:29,CVENTANA18
30392,Consulta ventana,LOGISTICA,2024-02-21 15:34:23,VENTANA9
30391,Imprimir sticker,COMA,2024-02-21 15:34:10,DSEGOVIA
30390,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:34:07,VENTANA2
30389,Tiquete de Corte,REPORTES,2024-02-21 15:33:34,BHERNANDEZ
30388,Consulta ventana,LOGISTICA,2024-02-21 15:33:28,VENTANA2
30387,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:33:13,VENTANA14
30386,Consulta ventana,LOGISTICA,2024-02-21 15:33:11,KANBAN
30385,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:32:56,VENTANA2
30384,Consulta ventana,LOGISTICA,2024-02-21 15:32:53,VENTANA14
30383,Rollo a carro (Touch),Rollos Tela,2024-02-21 15:32:43,ECERRITOS
30382,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:32:30,VENTANA4
30381,Enviar - Auditoria BPT,LOGISTICA,2024-02-21 15:32:14,CVENTANA18
30380,Imprimir sticker tendido,COMA,2024-02-21 15:32:03,COMACORTE1
30379,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:31:45,VENTANA22
30378,Consulta ventana,LOGISTICA,2024-02-21 15:31:40,VENTANA4
30377,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:31:29,VENTANA5
30376,Rollos en Bodega,Rollos Tela,2024-02-21 15:31:27,KOSORIO
30375,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-21 15:31:01,KREGALADO
30374,Consulta ventana,LOGISTICA,2024-02-21 15:30:47,VENTANA12
30373,Wip Planta,REPORTES,2024-02-21 15:30:46,IERODRIGUEZ
30372,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:30:42,VENTANA12
30371,Salida de Rollo,Rollos Tela,2024-02-21 15:30:39,IMARROQUIN
30370,Entregar requisición,Rollos Tela,2024-02-21 15:30:35,IMARROQUIN
30369,Agregar rollo a carro,Rollos Tela,2024-02-21 15:30:26,IMARROQUIN
30368,Consulta ventana,LOGISTICA,2024-02-21 15:30:25,VENTANA12
30367,Rollos en Bodega,Rollos Tela,2024-02-21 15:30:21,IMARROQUIN
30366,Preparar Rollos,Rollos Tela,2024-02-21 15:30:21,IMARROQUIN
30365,Consulta ventana,LOGISTICA,2024-02-21 15:30:17,VENTANA5
30364,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:30:13,VENTANA11
30363,Asignar Rollos,Rollos Tela,2024-02-21 15:30:05,IMARROQUIN
30362,Detalle Requisiciones,REPORTES,2024-02-21 15:30:01,IMARROQUIN
30361,Wip Planta,REPORTES,2024-02-21 15:29:44,JAGIL
30360,Orden de
                        producción,PLANEACIÓN,2024-02-21 15:29:24,IERODRIGUEZ
30359,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:29:22,VENTANA14
30358,Trazo,PRODUCCIÓN,2024-02-21 15:29:08,FSIGUENZA
30357,Preparar Rollos,Rollos Tela,2024-02-21 15:29:03,DEVIVAS
30356,Estatus Sticker,Defectos Calidad,2024-02-21 15:29:00,GAMENDEZ
30355,Movimiento por OP,REPORTES,2024-02-21 15:29:00,LMERINO
30354,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-21 15:28:52,IERODRIGUEZ
30353,Rollos en Bodega,Rollos Tela,2024-02-21 15:28:32,DEVIVAS
30352,Wip Planta,REPORTES,2024-02-21 15:28:31,ASIGUENZA
30351,Ltra de prod. tiempo fijo,COMA,2024-02-21 15:28:20,COMASDP
30350,Asignar Rollos,Rollos Tela,2024-02-21 15:28:09,DEVIVAS
30349,Consulta ventana,LOGISTICA,2024-02-21 15:28:09,RECHAVEZ
30348,Preparar Rollos,Rollos Tela,2024-02-21 15:28:04,DEVIVAS
30347,Imprimir sticker tendido,COMA,2024-02-21 15:28:02,COMACORTE1
30346,Estatus Sticker,Defectos Calidad,2024-02-21 15:28:02,AACUNA
30345,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:28:01,VENTANA9
30344,Movimiento por OP,REPORTES,2024-02-21 15:27:57,BHERNANDEZ
30343,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:27:53,VENTANA9
30342,Costos Dev. Rollos,Rollos Tela,2024-02-21 15:27:49,HBALVARADO
30341,Consulta ventana,LOGISTICA,2024-02-21 15:27:42,VENTANA2
30340,Rutas,COLECCION,2024-02-21 15:27:35,JGALICIA
30339,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:27:32,VENTANA2
30338,Dividir Sticker,COMA,2024-02-21 15:27:07,DSEGOVIA
30337,Consulta ventana,LOGISTICA,2024-02-21 15:27:04,VENTANA4
30336,Consulta ventana,LOGISTICA,2024-02-21 15:27:01,VENTANA21
30335,Consulta ventana,LOGISTICA,2024-02-21 15:26:59,VENTANA2
30334,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-21 15:26:50,IERODRIGUEZ
30333,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:26:45,VENTANA14
30332,Imprimir sticker,COMA,2024-02-21 15:26:45,DSEGOVIA
30331,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:26:36,VENTANA2
30330,Consulta ventana,LOGISTICA,2024-02-21 15:26:27,VENTANA14
30329,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-21 15:26:21,KREGALADO
30328,Estilo,COLECCION,2024-02-21 15:25:59,JSOLIZ
30327,Rollos por DO,PLANEACIÓN,2024-02-21 15:25:53,CMENENDEZ
30326,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-21 15:25:45,KREGALADO
30325,Consulta ventana,LOGISTICA,2024-02-21 15:25:42,VENTANA9
30324,Balance OPS SDP ESTILO,LOGISTICA SDP,2024-02-21 15:25:39,LKANBAN
30323,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:25:33,VENTANA9
30322,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:25:17,VENTANA4
30321,Rollos en Bodega,Rollos Tela,2024-02-21 15:25:08,IMARROQUIN
30320,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:24:59,VENTANA6
30319,Rollos por lote,Rollos Tela,2024-02-21 15:24:43,IMARROQUIN
30318,Balance OPS SDP ESTILO,LOGISTICA SDP,2024-02-21 15:24:42,LKANBAN
30317,Consulta ventana,LOGISTICA,2024-02-21 15:24:33,VENTANA12
30316,Consulta ventana,LOGISTICA,2024-02-21 15:24:31,VENTANA16
30315,Movimiento por OP,REPORTES,2024-02-21 15:24:30,LKANBAN
30314,Consulta ventana,LOGISTICA,2024-02-21 15:24:18,VENTANA4
30313,Consulta ventana,LOGISTICA,2024-02-21 15:24:06,VENTANA11
30312,Registro Auditoria BPT,LOGISTICA,2024-02-21 15:24:06,VENTANA16
30311,Enviar - Auditoria BPT,LOGISTICA,2024-02-21 15:24:01,MMENDEZ
30310,Imprimir sticker tendido,COMA,2024-02-21 15:23:50,COMACORTE1
30309,Tiquete de Corte,REPORTES,2024-02-21 15:23:44,JGALICIA
30308,Imprimir sticker tendido,COMA,2024-02-21 15:23:42,JGALICIA
30307,Enviar - Auditoria BPT,LOGISTICA,2024-02-21 15:22:32,VENTANA16
30306,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:22:23,VENTANA14
30305,Consulta ventana,LOGISTICA,2024-02-21 15:22:01,VENTANA14
30304,Hoja de paqueteo,REPORTES,2024-02-21 15:21:54,KANBAN
30303,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:21:52,VENTANA1
30302,Movimiento por OP,REPORTES,2024-02-21 15:21:46,BHERNANDEZ
30301,Movimiento por OP,REPORTES,2024-02-21 15:21:40,LIQUIDACIONCORTE
30300,Imprimir sticker tendido,COMA,2024-02-21 15:21:37,JGALICIA
30299,Consulta ventana,LOGISTICA,2024-02-21 15:21:37,VENTANA1
30298,Consulta ventana,LOGISTICA,2024-02-21 15:21:29,VENTANA2
30297,Consulta ventana,LOGISTICA,2024-02-21 15:21:26,KANBAN
30296,Devolución de rollo,Rollos Tela,2024-02-21 15:21:05,OVASQUEZ
30295,Dividir Sticker,COMA,2024-02-21 15:21:02,JGALICIA
30294,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:21:00,VENTANA5
30293,Estatus Sticker,Defectos Calidad,2024-02-21 15:20:52,JCHACON
30292,Ltra de prod. tiempo fijo,COMA,2024-02-21 15:20:49,LCOMALOURDES1
30291,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:20:47,VENTANA2
30290,Rollos Entregados,Rollos Tela,2024-02-21 15:20:38,OVASQUEZ
30289,Consulta ventana,LOGISTICA,2024-02-21 15:20:35,VENTANA16
30288,Trazo,PRODUCCIÓN,2024-02-21 15:20:30,WCHACON
30287,Dividir Sticker,COMA,2024-02-21 15:20:15,LCOMALOURDES1
30286,Reporte ubicaciones,CALIDAD TELA,2024-02-21 15:20:12,JARAMOS
30285,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:19:54,LVENTANA4
30284,Trazo,PRODUCCIÓN,2024-02-21 15:19:54,FSIGUENZA
30283,Consulta Mesa Foleo,SDP,2024-02-21 15:19:35,YMAVARGAS
30282,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:19:33,VENTANA11
30281,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:19:30,VENTANA9
30280,Hoja de paqueteo,REPORTES,2024-02-21 15:19:22,KANBAN
30279,Registros hum. y temp.,CALIDAD TELA,2024-02-21 15:19:19,JARAMOS
30278,Consulta ventana,LOGISTICA,2024-02-21 15:19:13,VENTANA9
30277,Consulta ventana,LOGISTICA,2024-02-21 15:19:04,VENTANA2
30276,Secuencia SDP,LOGISTICA SDP,2024-02-21 15:19:04,YMAVARGAS
30275,Dashboard Ventana,LOGISTICA,2024-02-21 15:18:56,VENTANA11
30274,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-21 15:18:51,FSIGUENZA
30273,Consulta ventana,LOGISTICA,2024-02-21 15:18:48,CVENTANA18
30272,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:18:45,VENTANA4
30271,Consulta ventana,LOGISTICA,2024-02-21 15:18:27,INVENTARIOSBPT
30270,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:18:20,VENTANA11
30269,Enviar - Auditoria BPT,LOGISTICA,2024-02-21 15:18:18,CVENTANA18
30268,Tiquete de Corte,REPORTES,2024-02-21 15:18:18,BHERNANDEZ
30267,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:17:53,VENTANA12
30266,Consulta ventana,LOGISTICA,2024-02-21 15:17:46,VENTANA4
30265,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:17:43,VENTANA1
30264,Dashboard Ventana,LOGISTICA,2024-02-21 15:17:36,VENTANA12
30263,Consulta ventana,LOGISTICA,2024-02-21 15:17:24,VENTANA11
30262,Consulta ventana,LOGISTICA,2024-02-21 15:17:20,VENTANA12
30261,Hoja de paqueteo,REPORTES,2024-02-21 15:17:18,LPADILLA
30260,Preasignar Tela OP,Rollos Tela,2024-02-21 15:17:17,OVASQUEZ
30259,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:17:10,VENTANA12
30258,Consulta ventana,LOGISTICA,2024-02-21 15:17:04,KANBAN
30257,Consulta ventana,LOGISTICA,2024-02-21 15:16:56,VENTANA7
30256,Consulta ventana,LOGISTICA,2024-02-21 15:16:54,VENTANA1
30255,Reportes,CALIDAD TELA,2024-02-21 15:16:54,AMARTINEZ
30254,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:16:46,VENTANA14
30253,Estatus Sticker,Defectos Calidad,2024-02-21 15:16:36,JGCALDERON
30252,Hoja de paqueteo,REPORTES,2024-02-21 15:16:26,KANBAN
30251,Consulta ventana,LOGISTICA,2024-02-21 15:16:10,VENTANA14
30250,Secuencia SDP,LOGISTICA SDP,2024-02-21 15:16:01,YMAVARGAS
30249,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:16:00,VENTANA22
30248,Dividir Sticker,COMA,2024-02-21 15:15:54,DSEGOVIA
30247,Consulta ventana,LOGISTICA,2024-02-21 15:15:51,IMLOPEZ
30246,Rollos en Bodega,Rollos Tela,2024-02-21 15:15:42,IMARROQUIN
30245,Trazo,PRODUCCIÓN,2024-02-21 15:15:26,FSIGUENZA
30244,Consulta Asignar Rollos,Rollos Tela,2024-02-21 15:15:03,IMARROQUIN
30243,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-21 15:14:52,LABELTRAN
30242,Estatus OP BMP,REPORTES,2024-02-21 15:14:46,DEVIVAS
30241,OPs en Carros,Rollos Tela,2024-02-21 15:14:22,DEVIVAS
30240,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:14:21,VENTANA7
30239,Preparar Rollos,Rollos Tela,2024-02-21 15:14:16,IMARROQUIN
30238,Asignar Rollos,Rollos Tela,2024-02-21 15:14:07,IMARROQUIN
30237,Crear Requisiciones,PLANEACIÓN,2024-02-21 15:13:49,LIQUIDACIONCORTE
30236,Requisiciones directas,PLANEACIÓN,2024-02-21 15:13:40,JSOLIZ
30235,Consulta ventana,LOGISTICA,2024-02-21 15:13:37,VENTANA7
30234,Trazo,PRODUCCIÓN,2024-02-21 15:13:26,FSIGUENZA
30233,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:13:22,VENTANA7
30232,Wip Planta,REPORTES,2024-02-21 15:13:17,MOLIVARES
30231,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-21 15:13:11,FSIGUENZA
30230,Consulta ventana,LOGISTICA,2024-02-21 15:13:08,CVENTANA18
30229,OP Pendientes de Trazo,PRODUCCIÓN,2024-02-21 15:13:07,DRIVERA
30228,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:13:06,VENTANA1
30227,Revisión tela (Touch),CALIDAD TELA,2024-02-21 15:13:02,JDRAMOS
30226,Dividir Sticker,COMA,2024-02-21 15:12:48,DSANTELIZ
30225,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-21 15:12:46,LABELTRAN
30224,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-21 15:12:29,DEVIVAS
30223,Registro Auditoria BPT,LOGISTICA,2024-02-21 15:12:27,RNAVARRO
30222,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-21 15:12:20,LABELTRAN
30221,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:12:18,VENTANA9
30220,OP - Calidad,LOGISTICA,2024-02-21 15:12:14,RNAVARRO
30219,Consulta ventana,LOGISTICA,2024-02-21 15:12:06,VENTANA2
30218,Tiquete de Corte,REPORTES,2024-02-21 15:12:01,JMEJIA
30217,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:12:00,VENTANA2
30216,Consulta ventana,LOGISTICA,2024-02-21 15:12:00,VENTANA9
30215,Imprimir sticker,COMA,2024-02-21 15:11:58,JGALICIA
30214,Rollos en Bodega,Rollos Tela,2024-02-21 15:11:54,DEVIVAS
30213,Hoja de paqueteo,REPORTES,2024-02-21 15:11:48,JMEJIA
30212,Información Rollo,Rollos Tela,2024-02-21 15:11:48,ACHAVEZ
30211,Movimiento por OP,REPORTES,2024-02-21 15:11:46,KANBAN
30210,Agregar rollo a carro,Rollos Tela,2024-02-21 15:11:43,AJVARGAS
30209,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:11:31,VENTANA4
30208,Salidas/ingresos carros,Rollos Tela,2024-02-21 15:11:28,AJVARGAS
30207,Asignar Rollos,Rollos Tela,2024-02-21 15:11:22,IMARROQUIN
30206,Reporte Dev. de rollo,Rollos Tela,2024-02-21 15:11:10,ACHAVEZ
30205,Registro Auditoria BPT,LOGISTICA,2024-02-21 15:11:01,OGOMEZ
30204,Sincronizacion LTLabs,COMA,2024-02-21 15:10:50,EQUEVEDO
30203,OP - Calidad,LOGISTICA,2024-02-21 15:10:47,OGOMEZ
30202,Consulta ventana,LOGISTICA,2024-02-21 15:10:35,LPADILLA
30201,Consulta ventana,LOGISTICA,2024-02-21 15:10:35,JJESCOBAR
30200,Consulta ventana,LOGISTICA,2024-02-21 15:10:27,VENTANA4
30199,OP en Proceso,REPORTES,2024-02-21 15:10:25,CEPALACIOS
30198,Orden de
                        producción,PLANEACIÓN,2024-02-21 15:10:22,NPORTILLO
30197,Consulta ventana,LOGISTICA,2024-02-21 15:10:21,VENTANA2
30196,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:10:18,VENTANA22
30195,Consulta ventana,LOGISTICA,2024-02-21 15:09:59,JJESCOBAR
30194,Rollos por lote,Rollos Tela,2024-02-21 15:09:58,IMARROQUIN
30193,Estatus Sticker,Defectos Calidad,2024-02-21 15:09:53,RFLORES
30192,Consulta ventana,LOGISTICA,2024-02-21 15:09:52,JJESCOBAR
30191,Orden de
                        producción,PLANEACIÓN,2024-02-21 15:09:46,IERODRIGUEZ
30190,Movimiento por OP,REPORTES,2024-02-21 15:09:45,EMARROQUIN
30189,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:09:36,VENTANA2
30188,Dividir Sticker,COMA,2024-02-21 15:09:33,JAFLORES
30187,Rollo a carro (Touch),Rollos Tela,2024-02-21 15:09:32,AJVARGAS
30186,Detalle Requisiciones,REPORTES,2024-02-21 15:09:26,IMARROQUIN
30185,Preparar Rollos,Rollos Tela,2024-02-21 15:09:12,IMARROQUIN
30184,Preparar Rollos,Rollos Tela,2024-02-21 15:09:06,IMARROQUIN
30183,Orden de
                        producción,PLANEACIÓN,2024-02-21 15:08:58,COPRIVADO
30182,Movimiento por OP,REPORTES,2024-02-21 15:08:49,JMEJIA
30181,Tiquete de Corte,REPORTES,2024-02-21 15:08:32,KZUNIGA
30180,Orden de
                        producción,PLANEACIÓN,2024-02-21 15:08:22,COPRIVADO
30179,Preparar Rollos,Rollos Tela,2024-02-21 15:08:20,IMARROQUIN
30178,Crear Requisiciones,PLANEACIÓN,2024-02-21 15:08:18,GALARCON
30177,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:08:14,VENTANA9
30176,Sol. Aprobación/rechazo,PLANEACIÓN,2024-02-21 15:08:08,LABELTRAN
30175,Movimiento por OP,REPORTES,2024-02-21 15:08:06,DSEGOVIA
30174,Rollos por lote,Rollos Tela,2024-02-21 15:08:02,IMARROQUIN
30173,Importar pedidas excel,PLANEACIÓN,2024-02-21 15:07:57,IERODRIGUEZ
30172,Imprimir sticker,COMA,2024-02-21 15:07:54,JAFLORES
30171,Aprobar/rechazar - BU,PLANEACIÓN,2024-02-21 15:07:52,LABELTRAN
30170,Sincronizar enterprise,PLANEACIÓN,2024-02-21 15:07:51,COPRIVADO
30169,Movimiento por OP,REPORTES,2024-02-21 15:07:45,GALARCON
30168,Consulta ventana,LOGISTICA,2024-02-21 15:07:43,VENTANA9
30167,Movimiento por OP,REPORTES,2024-02-21 15:07:39,KANBAN
30166,Consulta ventana,LOGISTICA,2024-02-21 15:07:35,VENTANA12
30165,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:07:33,VENTANA9
30164,Wip Semaforo,REPORTES,2024-02-21 15:07:24,NGALVEZ
30163,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:07:23,VENTANA12
30162,Movimiento por OP,REPORTES,2024-02-21 15:07:19,BHERNANDEZ
30161,Orden de
                        producción,PLANEACIÓN,2024-02-21 15:07:16,IERODRIGUEZ
30160,Imprimir sticker,COMA,2024-02-21 15:07:14,COMASDP
30159,Imprimir sticker,COMA,2024-02-21 15:07:13,DSEGOVIA
30158,Tiquete de Corte,REPORTES,2024-02-21 15:06:44,JMEJIA
30157,Hoja de paqueteo,REPORTES,2024-02-21 15:06:30,JMEJIA
30156,Consulta ventana,LOGISTICA,2024-02-21 15:06:30,LPADILLA
30155,Información Rollo,Rollos Tela,2024-02-21 15:06:29,ETORRES
30154,Consulta ventana,LOGISTICA,2024-02-21 15:06:21,VENTANA2
30153,Hoja de paqueteo,REPORTES,2024-02-21 15:06:17,BHERNANDEZ
30152,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:06:11,VENTANA2
30151,Importar desde excel,PLANEACIÓN,2024-02-21 15:06:07,IERODRIGUEZ
30150,Balance OPS SDP ESTILO,LOGISTICA SDP,2024-02-21 15:05:56,LKANBAN
30149,Detalle Requisiciones,REPORTES,2024-02-21 15:05:56,ETORRES
30148,Paqueteo,COMA,2024-02-21 15:05:50,COMASDP
30147,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:05:34,VENTANA14
30146,Movimiento por OP,REPORTES,2024-02-21 15:05:11,DSEGOVIA
30145,Movimiento por OP,REPORTES,2024-02-21 15:05:07,JMEJIA
30144,Consulta ventana,LOGISTICA,2024-02-21 15:05:04,VENTANA12
30143,Tiquete de Corte,REPORTES,2024-02-21 15:04:53,CPEREZ
30142,Imprimir sticker,COMA,2024-02-21 15:04:24,COMASDP
30141,Registro Auditoria BPT,LOGISTICA,2024-02-21 15:04:19,LFLORES
30140,Hoja de paqueteo,REPORTES,2024-02-21 15:04:15,BAGUILAR
30139,Imprimir sticker,COMA,2024-02-21 15:04:13,DSEGOVIA
30138,Orden de
                        producción,PLANEACIÓN,2024-02-21 15:03:59,CGUEVARA
30137,OP - Calidad,LOGISTICA,2024-02-21 15:03:57,LFLORES
30136,Consulta ventana,LOGISTICA,2024-02-21 15:03:55,NGALVEZ
30135,Asignar Rollos,Rollos Tela,2024-02-21 15:03:52,IMARROQUIN
30134,Movimiento por OP,REPORTES,2024-02-21 15:03:44,CPEREZ
30133,Hoja de paqueteo,REPORTES,2024-02-21 15:03:41,AAMARTINEZ
30132,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:03:37,VENTANA11
30131,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:03:34,VENTANA4
30130,Solicitud Revisión de Calidad,CALIDAD TELA,2024-02-21 15:03:30,RLEON
30129,Consulta ventana,LOGISTICA,2024-02-21 15:03:22,VENTANA2
30128,Dividir Sticker,COMA,2024-02-21 15:03:15,JAFLORES
30127,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:03:15,VENTANA11
30126,Hoja de paqueteo,REPORTES,2024-02-21 15:03:14,ALEMUS
30125,Tiquete de Corte,REPORTES,2024-02-21 15:03:06,CPEREZ
30124,Wip Planta,REPORTES,2024-02-21 15:03:04,DSEGOVIA
30123,Imprimir sticker,COMA,2024-02-21 15:02:56,JAFLORES
30122,Movimiento por OP,REPORTES,2024-02-21 15:02:49,JMEJIA
30121,Imprimir sticker,COMA,2024-02-21 15:02:47,LCOMALOURDES1
30120,Hoja de paqueteo,REPORTES,2024-02-21 15:02:44,
30119,Paqueteo,COMA,2024-02-21 15:02:41,COMASDP
30118,Estatus Sticker,Defectos Calidad,2024-02-21 15:02:39,FLUCERO
30117,Consulta ventana,LOGISTICA,2024-02-21 15:02:29,VENTANA11
30116,Dividir Sticker,COMA,2024-02-21 15:02:28,JAFLORES
30115,Movimiento por OP,REPORTES,2024-02-21 15:02:26,RORELLANA
30114,Producción Tendido/Corte,REPORTES,2024-02-21 15:02:10,LIQUIDACIONCORTE
30113,Imprimir sticker,COMA,2024-02-21 15:02:04,COMASDP
30112,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:02:04,VENTANA9
30111,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 15:01:50,VENTANA9
30110,Sinc. enterprise (Excel),PLANEACIÓN,2024-02-21 15:01:31,COPRIVADO
30109,Hoja de paqueteo,REPORTES,2024-02-21 15:01:20,BHERNANDEZ
30108,Rollos en Bodega,Rollos Tela,2024-02-21 15:01:10,KREGALADO
30107,Paqueteo,COMA,2024-02-21 15:00:44,COMASDP
30106,Consulta ventana,LOGISTICA,2024-02-21 15:00:42,VENTANA9
30105,Tiquete de Corte,REPORTES,2024-02-21 15:00:41,JMEJIA
30104,Consulta ventana,LOGISTICA,2024-02-21 15:00:18,KANBAN
30103,Booking,LOGISTICA,2024-02-21 15:00:14,JWRAMIREZ
30102,Migrar OPs ( Excel ),PLANEACIÓN,2024-02-21 15:00:06,IERODRIGUEZ
30101,Wip,REPORTES,2024-02-21 15:00:05,NGALVEZ
30100,Consulta ventana,LOGISTICA,2024-02-21 14:59:58,RORELLANA
30099,Consulta ventana,LOGISTICA,2024-02-21 14:59:57,VENTANA12
30098,Movimiento por OP,REPORTES,2024-02-21 14:59:48,BHERNANDEZ
30097,Imprimir sticker,COMA,2024-02-21 14:59:46,COMASDP
30096,Wip Planta,REPORTES,2024-02-21 14:59:41,JRAMIREZ
30095,Estatus Sticker,Defectos Calidad,2024-02-21 14:59:39,VGONZALEZ
30094,Movimiento por OP,REPORTES,2024-02-21 14:59:36,BHERNANDEZ
30093,Balance OPS SDP ESTILO,LOGISTICA SDP,2024-02-21 14:59:21,ACHAVEZ
30092,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 14:59:13,VENTANA2
30091,Aprobación BU,PLANEACIÓN,2024-02-21 14:59:06,MARLOPEZM
30090,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 14:58:55,VENTANA12
30089,Dashboard Ventana,LOGISTICA,2024-02-21 14:58:44,VENTANA12
30088,Aprobación BU,PLANEACIÓN,2024-02-21 14:58:38,MARLOPEZM
30087,Consulta ventana,LOGISTICA,2024-02-21 14:58:32,VENTANA12
30086,Ingreso a ventana/detalle,LOGISTICA,2024-02-21 14:58:24,VENTANA10
